Frame,Plane1vsYOZ,Plane2vsPlane1,Plane3vsPlane2,Theta0_Plane1,Theta0_Plane2,Theta0_Plane3,PCC_Theta_Plane1,PCC_Theta_Plane2,PCC_Theta_Plane3
727,80.26,9.54,20.69,40.49,89.22,78.66,39.90,104.32,73.86
728,80.36,9.63,21.16,40.67,89.30,78.85,40.08,104.45,74.08
729,80.42,9.75,21.61,40.92,89.29,78.87,40.35,104.45,74.09
730,80.46,9.87,22.11,41.10,89.28,78.95,40.53,104.46,74.19
731,80.51,9.97,22.59,41.21,89.17,79.16,40.65,104.30,74.38
732,80.51,10.13,23.09,41.36,89.09,79.15,40.82,104.18,74.38
733,80.55,10.16,23.56,41.64,88.95,79.31,41.12,103.97,74.53
734,80.56,10.22,23.99,41.83,88.78,79.71,41.33,103.71,74.86
735,80.63,10.09,24.38,41.79,88.60,79.79,41.32,103.43,74.84
736,80.58,10.23,24.78,42.07,88.40,79.75,41.63,103.13,74.74
737,80.58,10.26,25.19,42.47,88.03,79.50,42.06,102.56,74.40
738,80.50,10.36,25.40,42.86,87.57,83.05,42.48,101.86,77.36
739,80.50,10.33,25.75,43.20,87.15,83.05,42.85,101.22,77.09
740,79.99,11.41,26.13,44.58,86.61,82.91,44.28,100.39,76.92
741,79.98,11.42,26.57,44.86,86.02,82.93,44.59,99.49,76.76
742,79.94,11.51,26.83,45.26,85.34,82.26,45.05,98.46,76.30
743,79.92,11.56,27.31,45.57,84.65,82.09,45.42,97.41,75.81
744,79.91,11.60,27.87,46.01,83.90,82.35,45.92,96.28,75.94
745,79.90,11.66,28.52,46.35,83.25,82.61,46.33,95.29,76.22
746,79.91,11.73,29.21,46.75,82.38,82.76,46.81,94.01,76.20
747,79.87,11.93,30.69,46.98,81.49,82.20,47.15,92.70,75.29
748,79.76,12.37,31.51,47.70,80.38,82.66,47.95,91.09,75.65
749,79.69,12.75,32.30,48.28,79.33,83.17,48.64,89.57,76.05
750,79.61,13.15,33.04,48.82,78.16,83.68,49.28,87.91,76.56
751,79.52,13.70,34.50,49.38,76.84,84.01,49.96,86.05,77.00
752,79.42,14.18,34.73,49.94,75.46,85.33,50.62,84.11,78.25
753,79.34,14.67,35.78,50.53,74.06,85.45,51.32,82.20,78.55
754,79.26,15.15,36.93,51.09,72.60,85.55,51.99,80.20,78.76
755,79.16,15.67,38.22,51.67,70.99,85.41,52.69,78.04,78.64
756,79.01,16.46,39.89,52.26,69.28,85.62,53.40,75.79,78.89
757,78.94,16.98,41.29,52.85,67.65,85.76,54.11,73.66,79.18
758,78.86,17.47,42.79,53.44,65.98,85.91,54.83,71.50,79.47
759,78.80,17.84,44.27,53.96,64.30,86.00,55.46,69.37,79.61
760,78.69,18.40,45.81,54.49,62.51,86.02,56.09,67.13,79.84
761,78.59,18.84,47.34,54.99,60.73,85.90,56.69,64.93,79.74
762,78.49,19.25,48.86,55.47,59.04,85.61,57.27,62.86,79.51
763,78.33,19.65,50.07,55.85,57.22,85.22,57.75,60.66,79.10
764,78.22,19.77,51.20,56.39,55.38,84.46,58.40,58.46,78.03
765,78.04,19.80,52.29,56.84,53.48,83.54,58.94,56.21,76.82
766,77.80,19.93,53.04,57.31,51.67,82.38,59.50,54.10,75.34
767,77.51,19.88,53.81,57.65,49.79,80.90,59.94,51.93,73.44
768,77.21,19.66,54.22,57.89,47.96,79.44,60.25,49.83,71.53
769,76.89,19.43,54.07,58.33,46.12,77.76,60.81,47.75,69.42
770,76.56,18.96,53.70,58.74,44.27,75.90,61.31,45.69,67.06
771,76.24,18.46,52.19,59.16,42.51,73.87,61.82,43.73,64.46
772,75.94,17.94,50.94,59.49,40.83,71.74,62.25,41.89,61.81
773,75.69,17.25,49.00,59.79,39.10,69.60,62.62,40.00,59.24
774,75.43,16.70,46.84,60.18,37.53,67.47,63.11,38.31,56.80
775,75.18,16.29,44.43,60.42,36.00,65.39,63.42,36.66,54.43
776,74.96,16.00,42.04,60.76,34.49,63.15,63.85,35.04,52.09
777,74.87,15.27,39.23,60.62,33.57,60.97,63.75,34.04,49.94
778,74.73,15.14,36.90,60.91,32.23,58.79,64.11,32.62,47.93
779,74.63,15.16,35.36,61.17,30.98,56.27,64.46,31.30,45.72
780,74.52,15.55,34.01,61.49,29.80,54.00,64.88,30.05,43.79
781,74.45,15.87,32.94,61.77,28.71,51.60,65.25,28.91,41.79
782,74.39,16.41,32.34,62.08,27.64,49.35,65.64,27.80,39.89
783,74.34,17.14,31.98,62.31,26.65,47.30,65.94,26.77,38.18
784,74.30,18.14,32.14,62.61,25.67,44.92,66.33,25.76,36.18
785,74.26,19.21,32.51,62.86,24.74,42.38,66.65,24.80,34.09
786,74.26,20.60,33.33,63.09,23.71,39.96,66.95,23.75,32.02
787,74.25,22.30,34.33,63.31,22.83,37.88,67.25,22.84,30.24
788,74.25,24.46,36.09,63.61,21.97,35.61,67.62,21.97,28.31
789,74.26,26.95,38.25,63.79,21.12,33.59,67.86,21.10,26.62
790,74.27,29.92,41.24,63.92,20.48,31.52,68.04,20.45,24.85
791,74.30,33.18,45.32,64.15,19.92,29.52,68.33,19.88,23.21
792,74.31,37.02,50.41,64.36,19.50,27.47,68.60,19.46,21.49
793,74.32,40.36,54.63,64.51,19.36,25.78,68.80,19.32,20.05
794,74.32,44.44,60.92,64.66,19.16,23.79,69.00,19.12,18.41
795,74.31,48.42,68.11,64.75,19.14,21.58,69.12,19.10,16.62
796,74.27,52.33,75.02,64.88,19.36,19.60,69.30,19.32,15.02
797,74.22,56.03,82.50,64.88,19.65,17.45,69.31,19.62,13.29
798,74.12,59.35,89.41,65.13,19.91,15.10,69.62,19.89,11.44
799,74.00,62.20,80.37,65.07,20.20,12.71,69.55,20.18,9.58
800,73.84,65.16,68.49,65.07,20.59,10.23,69.58,20.58,7.69
801,73.57,67.96,51.32,65.43,21.02,8.08,70.01,21.03,6.07
802,73.08,71.28,28.74,66.25,21.21,6.84,71.01,21.22,5.14
803,72.78,74.68,24.94,66.32,21.59,6.77,71.10,21.62,5.10
804,72.40,76.61,42.14,66.50,22.02,7.81,71.33,22.07,5.90
805,72.05,78.60,58.54,66.45,22.28,9.32,71.28,22.34,7.06
806,71.62,80.34,69.87,66.55,22.77,11.22,71.41,22.84,8.55
807,71.18,81.29,79.33,66.57,23.08,12.37,71.45,23.16,9.44
808,70.72,82.40,86.45,66.48,23.62,13.62,71.35,23.71,10.42
809,70.23,83.96,86.69,66.47,23.94,14.87,71.33,24.05,11.43
810,69.93,85.68,78.42,65.51,24.48,15.39,70.19,24.61,11.72
811,69.44,87.03,72.67,65.51,24.96,16.43,70.19,25.12,12.55
812,68.93,89.14,67.23,65.33,25.34,18.16,70.00,25.54,14.00
813,68.36,89.64,64.43,65.32,25.76,19.56,70.00,25.98,15.26
814,67.84,88.19,60.64,65.27,26.07,20.21,69.95,26.31,15.78
815,67.47,87.34,57.30,65.01,26.49,20.99,69.61,26.74,16.44
816,66.83,86.04,54.26,64.68,26.89,21.85,69.17,27.16,17.19
817,66.11,84.31,51.15,65.01,27.21,22.38,69.56,27.49,17.66
818,65.47,82.76,48.78,64.93,27.67,22.86,69.45,27.97,18.08
819,64.92,81.86,47.36,64.75,27.97,22.37,69.23,28.28,17.50
820,64.31,80.53,44.44,64.47,28.40,23.25,68.87,28.73,18.40
821,63.74,79.33,43.59,64.14,28.84,22.78,68.44,29.19,17.85
822,63.20,78.28,41.41,63.80,29.33,23.11,68.02,29.70,18.15
823,62.55,76.69,38.33,63.70,29.95,24.13,67.85,30.36,19.10
824,61.96,75.90,36.94,63.52,30.51,24.47,67.61,30.94,19.39
825,61.39,75.17,36.18,63.15,30.93,24.82,67.15,31.37,19.67
826,60.84,75.23,36.09,62.70,31.24,25.26,66.60,31.68,20.09
827,60.24,74.52,35.35,62.24,31.39,25.80,66.02,31.83,20.53
828,59.60,74.10,34.37,61.69,31.82,26.22,65.34,32.29,20.90
829,58.96,74.10,34.39,61.07,32.11,26.84,64.56,32.59,21.38
830,58.22,73.93,34.10,60.45,32.43,27.50,63.78,32.93,21.94
831,57.45,73.70,33.34,59.76,32.52,28.50,62.93,33.02,22.77
832,56.81,73.84,32.40,59.04,32.68,28.86,62.05,33.18,22.91
833,56.10,74.10,32.62,58.35,32.74,29.83,61.20,33.25,23.66
834,55.39,74.47,32.87,57.69,32.84,30.67,60.40,33.36,24.22
835,54.57,74.81,34.19,56.74,32.81,31.82,59.27,33.32,25.15
836,53.75,75.02,35.11,55.90,32.69,32.85,58.27,33.20,25.99
837,53.02,75.76,36.10,55.00,32.44,33.61,57.20,32.93,26.60
838,52.28,76.19,37.02,54.06,32.21,33.92,56.08,32.69,26.82
839,51.53,75.01,36.89,53.26,31.76,34.09,55.14,32.25,26.98
840,50.80,75.14,37.19,52.31,31.35,33.72,54.03,31.82,26.66
841,50.05,75.33,36.89,51.27,30.79,31.92,52.83,31.23,25.08
842,49.34,76.32,39.00,50.28,30.46,31.10,51.68,30.88,24.32
843,48.61,77.18,39.97,49.28,30.08,29.44,50.54,30.48,22.85
844,47.97,80.15,41.52,48.01,29.51,27.05,49.12,29.87,20.72
845,47.38,81.44,42.63,46.91,29.08,25.16,47.88,29.42,19.14
846,46.92,82.73,42.27,44.99,28.56,23.13,45.77,28.87,17.44
847,46.37,84.01,42.54,43.87,28.10,20.96,44.53,28.39,15.72
848,45.89,85.04,42.08,42.66,27.56,18.59,43.21,27.83,13.88
849,45.52,86.44,48.65,41.43,27.07,16.80,41.87,27.32,12.50
850,45.03,87.43,48.52,40.01,26.62,14.14,40.33,26.85,10.49
851,44.79,88.75,49.40,38.78,26.08,11.42,39.02,26.30,8.44
852,44.57,89.94,47.71,37.69,25.67,8.77,37.85,25.88,6.46
853,44.52,88.85,42.78,36.51,25.07,5.89,36.60,25.25,4.34
854,44.46,87.39,23.45,35.38,24.61,3.34,35.40,24.77,2.46
855,44.47,85.31,33.49,34.06,24.12,2.01,34.01,24.27,1.48
856,44.71,81.82,75.10,32.98,23.60,3.81,32.88,23.75,2.80
857,45.16,79.77,82.92,31.75,23.13,7.10,31.60,23.27,5.23
858,45.65,79.49,87.55,30.70,22.84,10.01,30.51,22.96,7.39
859,46.13,77.10,86.67,29.06,22.39,12.95,28.83,22.52,9.59
860,47.05,74.36,86.35,28.28,22.06,15.16,28.02,22.18,11.23
861,48.12,71.28,84.14,27.33,21.75,17.84,27.06,21.86,13.28
862,49.12,68.43,82.94,26.30,21.71,20.03,26.01,21.82,14.96
863,50.42,65.38,81.93,25.66,21.20,21.36,25.35,21.30,15.92
864,51.78,62.73,81.13,24.86,20.90,23.28,24.54,21.00,17.42
865,53.34,60.09,79.64,24.17,20.42,24.88,23.84,20.51,18.67
866,55.31,56.29,78.36,23.66,20.37,26.08,23.32,20.46,19.58
867,57.07,53.39,79.99,23.11,20.23,26.25,22.75,20.32,19.56
868,58.41,49.22,77.42,22.35,20.71,27.41,21.99,20.81,20.49
869,59.45,43.97,71.54,23.08,21.36,29.08,22.71,21.49,21.98
870,62.18,41.60,72.11,21.52,20.89,29.55,21.14,21.01,22.34
